task_id,arrival_time_sec,arrival_hour,type,priority,length_mi,cpu_cores,ram_mb,data_size_mb,deadline_sec,deadline_rel_sec,data_region
61,83454,23,ROUTINE,1,134264,2,2482,214,91226,7772,EU-CENTRAL
62,15137,4,ROUTINE,2,388339,5,2876,201,35207,20070,US-EAST
63,81309,22,CRITICAL,4,112602,3,2984,17,88601,7292,EU-CENTRAL
64,42470,11,ROUTINE,2,205612,4,5843,204,54896,12426,EU-CENTRAL
65,65703,18,ROUTINE,2,128488,4,3205,187,80888,15185,EU-CENTRAL
66,80969,22,ROUTINE,2,29346,1,2535,96,98462,17493,US-EAST
67,77540,21,ROUTINE,1,158077,2,3771,990,94027,16487,EU-WEST
68,34982,9,ROUTINE,1,16045,1,3036,85,44114,9132,US-EAST
69,82365,22,ROUTINE,2,77240,4,3325,43,91336,8971,EU-WEST
70,79727,22,CRITICAL,4,57366,4,2971,143,84989,5262,US-EAST
71,27855,7,CRITICAL,4,103102,4,2276,130,31611,3756,EU-WEST
72,75534,20,ROUTINE,2,42235,1,1410,10,93983,18449,EU-WEST
73,37450,10,ROUTINE,3,179082,3,3281,179,53528,16078,EU-WEST
74,26455,7,CRITICAL,3,25188,1,3001,18,30939,4484,EU-WEST
75,59459,16,ROUTINE,2,12674,2,1946,48,63977,4518,EU-WEST
76,76278,21,ROUTINE,2,25709,2,2363,39,93276,16998,US-EAST
77,61225,17,ROUTINE,1,67665,4,2882,778,67459,6234,EU-CENTRAL
78,52260,14,ROUTINE,3,48717,1,1487,143,62048,9788,EU-WEST
79,69155,19,ROUTINE,2,184639,4,5994,40,89371,20216,US-EAST
80,84850,23,ROUTINE,1,158658,4,4973,212,102827,17977,EU-WEST
81,61614,17,ROUTINE,3,46830,2,4906,88,75950,14336,EU-WEST
82,35583,9,ROUTINE,2,332482,6,6322,210,50083,14500,EU-CENTRAL
83,55752,15,ROUTINE,3,26176,2,4498,56,61117,5365,EU-CENTRAL
84,18572,5,ROUTINE,2,99194,4,5354,1070,27577,9005,US-EAST
85,30366,8,ROUTINE,2,38894,1,3739,114,45444,15078,EU-CENTRAL
86,65961,18,ROUTINE,3,63212,4,4634,78,75426,9465,EU-CENTRAL
87,57674,16,ROUTINE,2,44543,1,2315,5319,69358,11684,US-EAST
88,32966,9,ROUTINE,3,53334,3,2228,207,43470,10504,US-EAST
89,64358,17,ROUTINE,2,177877,4,5361,113,73570,9212,EU-CENTRAL
90,85681,23,ROUTINE,3,104854,3,4295,190,105067,19386,US-EAST
91,42541,11,CRITICAL,5,41888,1,1322,39,46922,4381,EU-CENTRAL
92,72033,20,CRITICAL,4,387916,5,2657,11,82416,10383,US-EAST
93,29755,8,ROUTINE,3,188607,8,4518,34,40450,10695,EU-WEST
94,58750,16,ROUTINE,1,15790,2,2998,656,72577,13827,US-EAST
95,61683,17,CRITICAL,4,22532,2,2577,170,63086,1403,EU-WEST
96,64161,17,ROUTINE,2,47760,2,2406,959,71763,7602,US-EAST
97,63265,17,ROUTINE,3,22255,1,2105,91,71280,8015,US-EAST
98,66968,18,ROUTINE,2,197742,6,6085,44,87979,21011,EU-CENTRAL
99,36984,10,CRITICAL,3,218905,7,5690,419,43318,6334,US-EAST
100,59981,16,ROUTINE,3,179911,4,3615,659,78384,18403,EU-WEST
101,37401,10,ROUTINE,1,22548,1,1901,214,53956,16555,EU-CENTRAL
102,41832,11,ROUTINE,2,12301,1,1965,210,49936,8104,EU-WEST
103,40693,11,ROUTINE,2,215131,5,2590,96,55596,14903,US-EAST
104,55137,15,ROUTINE,2,50054,4,6001,996,62439,7302,EU-CENTRAL
105,51849,14,CRITICAL,5,16129,2,2178,169,54422,2573,EU-WEST
106,78280,21,CRITICAL,4,178093,4,4299,417,85425,7145,US-EAST
107,30957,8,ROUTINE,2,13617,2,4748,11,40251,9294,EU-WEST
108,48345,13,ROUTINE,2,279844,5,4439,194,71386,23041,EU-CENTRAL
109,37216,10,CRITICAL,5,45392,2,3776,126,42207,4991,US-EAST
110,21886,6,ROUTINE,1,60608,2,3455,144,40467,18581,EU-CENTRAL
111,27766,7,ROUTINE,2,478468,6,3522,1068,51912,24146,EU-WEST
112,64334,17,CRITICAL,4,28015,1,2397,98,67362,3028,EU-CENTRAL
113,81417,22,ROUTINE,2,39694,2,1447,125,88230,6813,US-EAST
114,67612,18,ROUTINE,2,26658,2,1951,90,83256,15644,EU-CENTRAL
115,57067,15,ROUTINE,3,51526,3,3613,529,75712,18645,EU-WEST
116,23867,6,ROUTINE,1,386071,6,3337,71,41678,17811,US-EAST
117,32494,9,ROUTINE,2,152565,2,1643,420,49373,16879,EU-WEST
118,55837,15,ROUTINE,2,59486,3,4768,844,63571,7734,US-EAST
119,82485,22,ROUTINE,2,85635,3,3239,4543,93352,10867,EU-WEST
120,60661,16,CRITICAL,3,25364,2,1713,126,63548,2887,EU-WEST
121,9355,2,ROUTINE,3,139570,2,2804,112,19609,10254,EU-WEST
122,70318,19,CRITICAL,4,69562,4,4962,138,74928,4610,EU-WEST
123,36481,10,CRITICAL,3,19247,2,2347,744,38607,2126,EU-CENTRAL
124,56313,15,ROUTINE,2,38438,2,1344,18,74089,17776,EU-WEST
125,61330,17,CRITICAL,3,30887,1,3101,1094,65949,4619,EU-WEST
126,30327,8,ROUTINE,1,134408,2,2102,37,45800,15473,EU-WEST
127,27912,7,ROUTINE,1,204798,5,5108,2518,50405,22493,US-EAST
128,27169,7,CRITICAL,4,26648,2,3666,32,32853,5684,EU-WEST
129,81778,22,ROUTINE,2,15468,2,2945,1003,92078,10300,US-EAST
130,38729,10,CRITICAL,5,67817,3,2787,73,45335,6606,EU-CENTRAL
131,53614,14,ROUTINE,3,32116,2,3423,26,59644,6030,US-EAST
132,30397,8,CRITICAL,4,58878,4,4005,872,36446,6049,EU-CENTRAL
133,32922,9,ROUTINE,1,162103,3,4870,1165,49612,16690,EU-WEST
134,68850,19,CRITICAL,3,147050,4,3056,168,76195,7345,EU-CENTRAL
135,32660,9,CRITICAL,4,38696,1,1208,866,37593,4933,EU-CENTRAL
136,58356,16,ROUTINE,2,414460,5,5780,878,79572,21216,EU-WEST
137,63135,17,ROUTINE,2,14133,2,3480,351,71924,8789,EU-CENTRAL
138,65868,18,CRITICAL,5,275886,4,3998,26,76307,10439,EU-CENTRAL
139,30255,8,ROUTINE,2,378099,6,4023,143,49450,19195,EU-WEST
140,18416,5,CRITICAL,5,115557,3,4865,65,23874,5458,US-EAST
141,65186,18,ROUTINE,2,36253,1,2290,201,75033,9847,EU-CENTRAL
142,50312,13,ROUTINE,1,30538,1,1691,289,65515,15203,EU-WEST
143,76862,21,ROUTINE,2,141600,2,4152,205,90737,13875,EU-CENTRAL
144,61556,17,CRITICAL,4,147801,4,2941,632,67986,6430,EU-WEST
145,84571,23,CRITICAL,4,146583,4,3537,11,88876,4305,US-EAST
146,69979,19,ROUTINE,3,157759,2,4197,877,80186,10207,US-EAST
147,71952,19,ROUTINE,1,111129,2,2799,53,78441,6489,US-EAST
148,79482,22,CRITICAL,4,149774,4,2826,114,84232,4750,EU-CENTRAL
149,79993,22,ROUTINE,2,198602,5,5765,851,95788,15795,EU-WEST
150,25674,7,ROUTINE,3,123929,3,4521,51,36125,10451,EU-CENTRAL
151,64033,17,ROUTINE,2,34613,1,3470,482,81765,17732,EU-WEST
152,51781,14,ROUTINE,1,52109,2,4947,195,63144,11363,EU-WEST
153,35053,9,CRITICAL,3,156974,2,1598,134,42303,7250,EU-WEST
154,17121,4,ROUTINE,2,30877,1,1422,82,30649,13528,US-EAST
155,79806,22,ROUTINE,2,46914,2,4522,204,95666,15860,EU-WEST
156,31487,8,ROUTINE,2,153256,2,4828,102,49682,18195,EU-CENTRAL
157,33869,9,ROUTINE,2,90203,4,4674,26,43647,9778,EU-WEST
158,66280,18,ROUTINE,1,8492,1,4142,217,72714,6434,US-EAST
159,72505,20,ROUTINE,2,25558,1,3454,127,78164,5659,US-EAST
160,52758,14,ROUTINE,2,277707,6,6446,2334,65423,12665,EU-CENTRAL
161,33764,9,ROUTINE,2,45647,2,2727,187,43106,9342,US-EAST
162,61923,17,ROUTINE,1,111530,2,2411,81,76320,14397,EU-WEST
163,71648,19,CRITICAL,3,55608,2,4267,67,77336,5688,EU-CENTRAL
164,55599,15,ROUTINE,2,170309,4,2502,4172,76656,21057,EU-CENTRAL
165,50740,14,ROUTINE,2,106991,3,2666,4335,68426,17686,EU-WEST
166,55219,15,CRITICAL,5,195365,8,7182,140,61263,6044,US-EAST
167,62463,17,CRITICAL,3,16859,2,4869,1119,65349,2886,EU-WEST
168,70720,19,ROUTINE,2,21267,2,5165,171,84043,13323,EU-WEST
169,32258,8,ROUTINE,3,168962,4,5102,43,45341,13083,EU-CENTRAL
170,72506,20,ROUTINE,2,428665,5,5422,51,89214,16708,EU-WEST
171,35738,9,ROUTINE,3,358306,8,3873,103,50047,14309,EU-CENTRAL
172,43038,11,CRITICAL,5,27190,2,5068,5821,47416,4378,EU-CENTRAL
173,9040,2,ROUTINE,1,143714,4,2720,194,21844,12804,EU-CENTRAL
174,47850,13,ROUTINE,2,28781,2,1695,534,62312,14462,US-EAST
175,49989,13,ROUTINE,2,50483,3,3626,570,66439,16450,EU-CENTRAL
176,39045,10,ROUTINE,2,180687,7,5777,191,55972,16927,EU-WEST
177,56420,15,CRITICAL,5,489135,5,4340,507,69197,12777,US-EAST
178,62746,17,CRITICAL,5,69032,2,3589,12,69034,6288,US-EAST
179,52342,14,CRITICAL,4,17280,2,4165,139,54819,2477,US-EAST
180,55784,15,ROUTINE,3,58839,2,1487,178,67473,11689,EU-WEST
181,25544,7,ROUTINE,2,9339,2,4386,48,34550,9006,EU-CENTRAL
182,36960,10,ROUTINE,2,62270,2,2114,18,49861,12901,EU-CENTRAL
183,34231,9,CRITICAL,5,450467,7,5992,194,45340,11109,US-EAST
184,63147,17,ROUTINE,2,141185,4,6122,93,73901,10754,US-EAST
185,40651,11,ROUTINE,2,364387,5,3455,1075,56683,16032,EU-WEST
186,35954,9,ROUTINE,2,28500,2,2288,968,48574,12620,EU-CENTRAL
187,78897,21,ROUTINE,3,177488,3,4529,204,86674,7777,EU-CENTRAL
188,53998,14,ROUTINE,2,20346,1,2892,12,68269,14271,US-EAST
189,25776,7,ROUTINE,1,180317,5,5689,146,39141,13365,EU-CENTRAL
190,29709,8,CRITICAL,4,125738,2,2837,57,35679,5970,EU-WEST
191,56748,15,ROUTINE,3,29309,2,4625,361,71834,15086,EU-WEST
192,4622,1,ROUTINE,3,52615,2,5315,104,21743,17121,US-EAST
193,80590,22,ROUTINE,1,64138,2,2797,907,97876,17286,US-EAST
194,73742,20,CRITICAL,4,10633,1,2577,64,78420,4678,EU-CENTRAL
195,36644,10,ROUTINE,2,183930,6,6227,1473,45076,8432,EU-CENTRAL
196,39822,11,CRITICAL,4,483623,6,3850,173,52127,12305,EU-WEST
197,66804,18,ROUTINE,2,108011,2,2847,68,87042,20238,EU-WEST
198,37166,10,CRITICAL,3,280187,5,3326,82,46069,8903,US-EAST
199,39878,11,CRITICAL,5,36202,1,1283,25,45718,5840,EU-WEST
200,77527,21,ROUTINE,3,197558,8,4668,25,92738,15211,US-EAST
201,56416,15,ROUTINE,1,307448,5,3721,118,74775,18359,US-EAST
202,53039,14,ROUTINE,2,49532,2,3156,185,63882,10843,EU-CENTRAL
203,21941,6,CRITICAL,4,210664,6,6733,13,29580,7639,US-EAST
204,52794,14,ROUTINE,1,51337,3,4637,206,71313,18519,EU-WEST
205,53538,14,ROUTINE,3,38541,1,4959,80,64287,10749,EU-CENTRAL
206,79299,22,ROUTINE,1,36652,2,2008,571,88017,8718,US-EAST
207,28969,8,ROUTINE,2,21029,1,3616,91,45726,16757,EU-WEST
208,38547,10,ROUTINE,1,469003,7,3440,258,52933,14386,EU-CENTRAL
209,57703,16,ROUTINE,2,60770,4,4725,1054,71235,13532,EU-WEST
210,56489,15,ROUTINE,2,15442,1,1030,1114,68014,11525,EU-WEST
211,64932,18,ROUTINE,1,128601,3,5558,438,73544,8612,EU-CENTRAL
212,68130,18,ROUTINE,2,28774,1,2176,60,76691,8561,EU-CENTRAL
213,41469,11,ROUTINE,2,67315,3,2940,22,50909,9440,US-EAST
214,82157,22,ROUTINE,2,33811,1,1584,31,91338,9181,EU-CENTRAL
215,62164,17,ROUTINE,1,47656,1,1335,217,77930,15766,US-EAST
216,57704,16,ROUTINE,2,163976,3,4269,97,76576,18872,US-EAST
217,9568,2,ROUTINE,2,63373,2,4048,75,15845,6277,EU-WEST
218,39348,10,ROUTINE,2,383179,4,2912,157,65270,25922,EU-CENTRAL
219,37668,10,ROUTINE,1,82022,3,2511,341,50919,13251,EU-WEST
220,54388,15,CRITICAL,4,56173,4,5081,69,58307,3919,US-EAST
221,35405,9,ROUTINE,1,131828,2,4446,172,45235,9830,EU-WEST
222,39585,10,CRITICAL,4,479310,4,3864,52,50536,10951,EU-CENTRAL
223,21093,5,CRITICAL,4,220706,5,3445,28,27605,6512,US-EAST
224,30384,8,ROUTINE,1,217380,7,6714,91,44958,14574,EU-CENTRAL
225,33979,9,ROUTINE,1,38355,2,3083,216,42218,8239,EU-WEST
226,61965,17,CRITICAL,4,185248,4,2981,133,71227,9262,US-EAST
227,690,0,CRITICAL,3,217134,8,3987,152,9345,8655,EU-CENTRAL
228,66982,18,CRITICAL,3,219374,7,3248,907,75347,8365,US-EAST
229,53574,14,CRITICAL,5,206879,5,2860,203,60737,7163,EU-CENTRAL
230,5974,1,ROUTINE,2,8206,2,4649,901,23903,17929,EU-WEST
231,51480,14,CRITICAL,3,159640,2,2739,35,58216,6736,EU-WEST
232,76010,21,ROUTINE,1,40927,1,4849,175,86059,10049,EU-WEST
233,47563,13,ROUTINE,2,80266,4,5738,119,57880,10317,US-EAST
234,8843,2,ROUTINE,3,15451,2,1509,19,24666,15823,US-EAST
235,74105,20,ROUTINE,2,17778,1,4385,819,87937,13832,US-EAST
236,52365,14,CRITICAL,5,77389,3,4264,601,57096,4731,EU-WEST
237,52253,14,CRITICAL,4,37110,1,2486,129,57307,5054,EU-WEST
238,32657,9,CRITICAL,4,38724,2,5084,53,37920,5263,EU-WEST
239,86181,23,ROUTINE,2,218286,5,5368,55,97907,11726,EU-WEST
240,5236,1,ROUTINE,2,518404,6,5639,128,29145,23909,EU-WEST
241,59809,16,ROUTINE,1,124966,3,2492,177,68636,8827,US-EAST
242,29645,8,ROUTINE,1,122892,3,4333,512,49254,19609,US-EAST
243,53867,14,ROUTINE,2,54574,2,3821,216,66318,12451,EU-CENTRAL
244,69914,19,ROUTINE,3,101274,3,5086,188,79985,10071,EU-WEST
245,41591,11,CRITICAL,4,285694,5,6459,216,51162,9571,US-EAST
246,35950,9,CRITICAL,3,103304,2,2310,43,39947,3997,EU-WEST
247,68662,19,ROUTINE,1,91189,2,3073,191,81626,12964,EU-CENTRAL
248,33413,9,ROUTINE,2,497325,8,4776,48,57823,24410,EU-CENTRAL
249,75263,20,ROUTINE,2,14903,2,3978,173,80784,5521,US-EAST
250,60272,16,ROUTINE,1,57215,4,3500,43,78893,18621,EU-WEST
251,37457,10,ROUTINE,2,55455,3,5747,167,55278,17821,EU-WEST
252,60113,16,CRITICAL,5,26644,2,3286,117,65821,5708,EU-CENTRAL
253,32880,9,CRITICAL,3,89334,2,4453,35,39283,6403,EU-CENTRAL
254,37156,10,ROUTINE,1,29516,2,1928,587,55491,18335,EU-CENTRAL
255,42619,11,ROUTINE,1,68734,4,2684,147,53476,10857,EU-WEST
256,67461,18,CRITICAL,5,57821,2,4968,87,74078,6617,EU-CENTRAL
257,26466,7,CRITICAL,4,331909,8,5592,56,34911,8445,EU-WEST
258,5765,1,ROUTINE,2,461911,6,6100,40,23546,17781,EU-CENTRAL
259,84240,23,ROUTINE,2,63073,4,5987,430,89670,5430,EU-CENTRAL
260,7418,2,ROUTINE,1,220945,5,2898,178,18264,10846,EU-WEST
261,61119,16,ROUTINE,1,219675,4,3532,199,83908,22789,US-EAST
262,59409,16,CRITICAL,5,95524,4,3310,3352,65777,6368,EU-CENTRAL
263,52410,14,CRITICAL,5,23721,2,2229,15,58290,5880,EU-WEST
264,37791,10,CRITICAL,5,168889,3,2125,20,44181,6390,EU-WEST
265,77943,21,ROUTINE,3,57850,4,3767,15,84393,6450,EU-CENTRAL
266,53895,14,ROUTINE,2,10665,2,4240,131,71842,17947,EU-WEST
267,56049,15,ROUTINE,2,27531,2,2672,132,65367,9318,EU-CENTRAL
268,6501,1,CRITICAL,5,29093,1,1310,148,11494,4993,EU-WEST
269,84805,23,ROUTINE,2,30211,2,1584,160,93978,9173,EU-CENTRAL
270,58523,16,ROUTINE,2,53421,4,5711,129,68131,9608,US-EAST
271,35412,9,ROUTINE,2,48445,2,4129,467,47809,12397,EU-WEST
272,38648,10,ROUTINE,3,146598,4,4597,160,47323,8675,EU-CENTRAL
273,36242,10,CRITICAL,5,31712,1,3684,217,38018,1776,US-EAST
274,75902,21,ROUTINE,2,97737,2,4397,74,93098,17196,EU-CENTRAL
275,51513,14,ROUTINE,1,88053,3,4384,643,69239,17726,EU-CENTRAL
276,48267,13,ROUTINE,3,112547,3,4377,9,66273,18006,EU-CENTRAL
277,55705,15,CRITICAL,4,73479,3,2850,763,61512,5807,EU-WEST
278,10885,3,CRITICAL,5,85547,3,5019,23,15214,4329,EU-WEST
279,59644,16,CRITICAL,4,118275,2,4388,55,65292,5648,EU-WEST
280,53857,14,CRITICAL,5,15345,2,2451,1162,56900,3043,EU-WEST
281,20005,5,CRITICAL,4,52935,4,5593,792,24831,4826,EU-WEST
282,31241,8,ROUTINE,1,22626,2,2541,412,43371,12130,US-EAST
283,29460,8,ROUTINE,1,41212,1,2065,149,47781,18321,EU-WEST
284,48168,13,ROUTINE,3,343416,7,7149,202,69720,21552,US-EAST
285,69040,19,ROUTINE,2,136030,4,2447,1098,85656,16616,EU-WEST
286,35347,9,ROUTINE,1,184553,8,4515,61,52176,16829,EU-CENTRAL
287,51698,14,ROUTINE,2,212929,4,2688,79,73791,22093,EU-WEST
288,53011,14,ROUTINE,1,21336,1,2859,728,57551,4540,US-EAST
289,41625,11,CRITICAL,4,139418,4,2638,133,46118,4493,US-EAST
290,38418,10,ROUTINE,2,48015,2,3097,684,49692,11274,EU-WEST
291,42987,11,ROUTINE,3,93559,3,1887,42,62347,19360,EU-WEST
292,58565,16,ROUTINE,1,379289,8,3824,218,79894,21329,EU-CENTRAL
293,51946,14,ROUTINE,2,61050,2,5143,462,58747,6801,EU-CENTRAL
294,34376,9,CRITICAL,3,65074,2,4733,34,39383,5007,EU-CENTRAL
295,41103,11,ROUTINE,2,141231,3,3979,195,57779,16676,EU-CENTRAL
296,54341,15,ROUTINE,3,19788,2,2256,68,65986,11645,EU-CENTRAL
297,15892,4,ROUTINE,3,118177,3,1785,119,30672,14780,EU-WEST
298,27583,7,ROUTINE,2,197589,7,4180,162,48296,20713,EU-WEST
299,52152,14,ROUTINE,1,75754,2,4395,170,58252,6100,US-EAST
300,67580,18,CRITICAL,5,40584,2,3261,43,69799,2219,US-EAST
301,69259,19,CRITICAL,4,334372,6,4766,59,81883,12624,EU-WEST
302,85355,23,CRITICAL,4,50350,3,2477,84,91186,5831,EU-CENTRAL
303,47894,13,CRITICAL,4,68486,3,1875,10,52353,4459,EU-WEST
304,50611,14,CRITICAL,3,171262,4,3545,114,56015,5404,EU-WEST
305,67344,18,CRITICAL,4,150939,2,5081,140,75457,8113,US-EAST
306,60954,16,ROUTINE,2,18582,1,1724,102,78324,17370,EU-WEST
307,41574,11,ROUTINE,1,37856,1,4507,227,60169,18595,EU-CENTRAL
308,29152,8,CRITICAL,5,15166,1,1606,102,32808,3656,US-EAST
309,16782,4,ROUTINE,3,22498,1,2328,158,33814,17032,EU-CENTRAL
310,27701,7,ROUTINE,2,8560,1,2806,2737,33130,5429,EU-CENTRAL
311,56062,15,ROUTINE,2,196064,5,2543,197,76838,20776,EU-CENTRAL
312,82468,22,ROUTINE,1,127560,3,4741,181,101739,19271,EU-CENTRAL
313,53338,14,ROUTINE,1,70657,4,3158,190,65315,11977,EU-WEST
314,76716,21,ROUTINE,1,30094,2,1989,58,82726,6010,EU-WEST
315,23046,6,CRITICAL,5,9529,1,2674,109,27519,4473,EU-WEST
316,14840,4,ROUTINE,1,191617,6,5091,79,23330,8490,EU-CENTRAL
317,59582,16,ROUTINE,3,67217,4,3784,141,76274,16692,EU-WEST
318,62241,17,CRITICAL,4,65135,2,4112,216,64975,2734,EU-CENTRAL
319,64519,17,ROUTINE,1,43220,2,4386,125,69311,4792,EU-CENTRAL
320,78346,21,ROUTINE,2,43047,1,2057,34,93204,14858,EU-CENTRAL
321,64063,17,ROUTINE,1,73470,3,4599,143,82092,18029,EU-WEST
322,15972,4,ROUTINE,2,29847,2,4151,182,31973,16001,EU-CENTRAL
323,59636,16,ROUTINE,3,228100,8,6403,139,79025,19389,EU-WEST
324,28376,7,ROUTINE,1,180310,8,7255,69,39437,11061,EU-CENTRAL
325,4386,1,CRITICAL,5,61548,2,3890,950,11009,6623,US-EAST
326,64551,17,CRITICAL,3,62702,4,2145,64,70645,6094,EU-WEST
327,78058,21,ROUTINE,2,61863,3,2849,153,87822,9764,EU-WEST
328,9944,2,ROUTINE,2,14089,2,5360,40,14550,4606,EU-WEST
329,31442,8,CRITICAL,5,37872,2,3126,45,36329,4887,US-EAST
330,39336,10,CRITICAL,5,409216,5,6129,143,51357,12021,EU-CENTRAL
331,75907,21,ROUTINE,1,111274,3,2908,157,87935,12028,EU-WEST
332,32225,8,ROUTINE,2,118599,2,1757,63,48577,16352,EU-WEST
333,22716,6,ROUTINE,2,110140,3,4428,183,28812,6096,EU-WEST
334,32691,9,ROUTINE,2,66891,4,3430,424,43246,10555,US-EAST
335,68095,18,ROUTINE,3,52913,4,3214,1085,73207,5112,EU-CENTRAL
336,10265,2,ROUTINE,2,35676,1,3510,111,28821,18556,EU-WEST
337,28707,7,ROUTINE,1,129459,4,2590,431,40388,11681,EU-CENTRAL
338,63448,17,ROUTINE,2,49830,1,904,276,70615,7167,EU-WEST
339,9700,2,ROUTINE,1,73151,2,1555,58,22844,13144,EU-WEST
340,61419,17,CRITICAL,5,105946,2,1348,42,65597,4178,US-EAST
341,67926,18,ROUTINE,1,37900,1,2311,72,81128,13202,EU-CENTRAL
342,58690,16,ROUTINE,2,55551,4,4907,479,73509,14819,EU-WEST
343,39409,10,CRITICAL,5,120742,2,5091,5489,43148,3739,EU-WEST
344,37447,10,ROUTINE,1,138412,4,5526,120,54488,17041,EU-WEST
345,30760,8,ROUTINE,2,55121,3,3448,1080,37708,6948,EU-WEST
346,56591,15,ROUTINE,1,22001,1,1105,362,72310,15719,US-EAST
347,3726,1,ROUTINE,2,9759,1,4945,530,15048,11322,US-EAST
348,42934,11,ROUTINE,2,29194,1,2050,204,58779,15845,EU-WEST
