task_id,arrival_time_sec,arrival_hour,type,priority,length_mi,cpu_cores,ram_mb,data_size_mb,deadline_sec,deadline_rel_sec,data_region
104,24129,6,ROUTINE,2,113001,4,5106,64,30271,6142,US-EAST
105,34264,9,ROUTINE,2,110565,3,3236,1682,46601,12337,US-EAST
106,69788,19,ROUTINE,3,11857,2,2988,190,81019,11231,EU-WEST
107,32843,9,ROUTINE,2,401447,7,6355,14,48533,15690,EU-WEST
108,66217,18,ROUTINE,1,585872,4,2355,185,83624,17407,EU-WEST
109,83677,23,ROUTINE,3,370205,8,6723,111,99354,15677,US-EAST
110,67432,18,CRITICAL,4,128294,3,3844,199,74341,6909,EU-CENTRAL
111,29171,8,CRITICAL,4,263488,7,5820,61,39765,10594,EU-WEST
112,57529,15,CRITICAL,3,69377,3,2866,406,61442,3913,EU-WEST
113,26056,7,ROUTINE,3,13316,1,1633,152,34402,8346,US-EAST
114,74965,20,CRITICAL,3,16880,2,3914,180,79133,4168,EU-CENTRAL
115,84957,23,ROUTINE,1,19139,1,2966,118,90505,5548,US-EAST
116,88490,24,ROUTINE,2,96063,3,2002,209,93808,5318,EU-WEST
117,56020,15,ROUTINE,3,139595,2,2549,191,67642,11622,US-EAST
118,47859,13,CRITICAL,4,45265,3,2606,109,50057,2198,EU-WEST
119,28360,7,ROUTINE,3,10448,1,1549,40,41063,12703,US-EAST
120,37966,10,ROUTINE,3,8485,2,3434,21,43982,6016,EU-WEST
121,62009,17,ROUTINE,1,50118,3,2559,1110,75481,13472,EU-WEST
122,61821,17,ROUTINE,3,363130,7,4268,277,75090,13269,US-EAST
123,86828,24,ROUTINE,1,365365,7,5611,32,99354,12526,EU-CENTRAL
124,87133,24,CRITICAL,4,103204,4,4959,692,91013,3880,EU-CENTRAL
125,66822,18,ROUTINE,1,7357,1,3814,185,78266,11444,US-EAST
126,54988,15,ROUTINE,1,427516,8,5539,9,75977,20989,EU-CENTRAL
127,22484,6,CRITICAL,4,185034,6,3722,635,28949,6465,US-EAST
128,32910,9,ROUTINE,2,28018,2,1869,67,39624,6714,US-EAST
129,80847,22,CRITICAL,5,234218,8,7870,39,88532,7685,EU-WEST
130,79030,21,ROUTINE,1,41826,2,1850,214,87719,8689,EU-CENTRAL
131,46413,12,ROUTINE,1,80445,3,3226,22,53703,7290,EU-CENTRAL
132,43924,12,ROUTINE,2,109076,4,3827,67,61016,17092,EU-WEST
133,49100,13,CRITICAL,4,38005,1,2696,43,52980,3880,EU-CENTRAL
134,34534,9,CRITICAL,3,292070,8,5396,120,42293,7759,US-EAST
135,43230,12,ROUTINE,3,86187,2,3112,813,57539,14309,US-EAST
136,47957,13,ROUTINE,1,234404,4,2765,250,60530,12573,EU-CENTRAL
137,34177,9,ROUTINE,2,174012,5,5576,7,46525,12348,US-EAST
138,44785,12,ROUTINE,3,18842,1,2929,191,47802,3017,EU-CENTRAL
139,75314,20,CRITICAL,4,25032,2,2635,66,79036,3722,EU-CENTRAL
140,30903,8,ROUTINE,1,43313,2,2901,156,41742,10839,EU-CENTRAL
141,41368,11,CRITICAL,3,428206,8,7397,194,52462,11094,US-EAST
142,56249,15,CRITICAL,3,17245,2,1411,11,58617,2368,EU-WEST
143,44801,12,ROUTINE,1,177066,7,6589,68,61946,17145,EU-WEST
144,56301,15,ROUTINE,1,428453,6,4418,206,77360,21059,EU-WEST
145,28237,7,ROUTINE,2,99409,3,3284,156,35018,6781,EU-CENTRAL
146,25906,7,ROUTINE,3,57793,2,1487,22,39725,13819,US-EAST
147,31812,8,CRITICAL,3,237136,5,4684,239,41900,10088,EU-CENTRAL
148,76373,21,ROUTINE,3,49721,4,5624,89,91248,14875,EU-WEST
149,46066,12,CRITICAL,5,182195,5,5230,89,54365,8299,EU-CENTRAL
150,73790,20,CRITICAL,4,483969,4,5336,155,84996,11206,US-EAST
151,58906,16,ROUTINE,3,421254,6,5443,58,79426,20520,EU-WEST
152,26086,7,ROUTINE,2,25928,1,1262,33,41017,14931,US-EAST
153,84115,23,ROUTINE,3,222875,7,6709,97,99052,14937,EU-WEST
154,61534,17,CRITICAL,5,41810,4,3467,105,64349,2815,EU-CENTRAL
155,49336,13,ROUTINE,1,230631,8,7525,194,65690,16354,EU-CENTRAL
156,23053,6,CRITICAL,3,12771,2,1714,293,24805,1752,EU-CENTRAL
157,39884,11,CRITICAL,5,116586,2,1693,162,45433,5549,EU-WEST
158,69745,19,ROUTINE,2,116048,2,3545,73,88444,18699,US-EAST
159,51937,14,ROUTINE,3,8812,1,3253,1330,54932,2995,EU-CENTRAL
160,28222,7,ROUTINE,1,229473,8,6241,1571,42511,14289,EU-WEST
161,87234,24,ROUTINE,3,44211,3,2249,265,95727,8493,EU-CENTRAL
162,37063,10,ROUTINE,3,125002,3,3055,998,43398,6335,US-EAST
163,76019,21,ROUTINE,3,135290,2,2541,287,84499,8480,EU-WEST
164,73441,20,ROUTINE,3,379972,8,5544,1274,83454,10013,EU-CENTRAL
165,86245,23,ROUTINE,3,551777,7,5184,156,104553,18308,EU-WEST
166,25523,7,ROUTINE,3,48957,3,2541,33,32472,6949,EU-WEST
167,43626,12,ROUTINE,1,96442,4,4811,99,51885,8259,US-EAST
168,27166,7,CRITICAL,5,77341,4,3081,1078,30687,3521,EU-WEST
169,67574,18,ROUTINE,3,41743,3,3667,15,84171,16597,US-EAST
170,34209,9,ROUTINE,3,35490,1,2704,12,40284,6075,EU-WEST
171,60112,16,CRITICAL,5,357970,5,4272,655,69913,9801,EU-CENTRAL
172,74648,20,CRITICAL,4,428974,5,3720,29,84582,9934,EU-WEST
173,26655,7,ROUTINE,1,155109,6,5730,84,43253,16598,EU-WEST
174,73406,20,ROUTINE,2,38005,2,2838,359,89023,15617,US-EAST
175,42692,11,ROUTINE,2,35176,1,1757,6,48456,5764,EU-WEST
176,54254,15,CRITICAL,5,485925,5,5533,1454,65085,10831,EU-WEST
177,70550,19,ROUTINE,2,293441,5,3840,71,81044,10494,US-EAST
178,62577,17,ROUTINE,2,15612,2,3346,874,69287,6710,EU-CENTRAL
179,79265,22,ROUTINE,3,104102,3,4714,205,92869,13604,US-EAST
180,37532,10,ROUTINE,2,397496,7,5238,265,53932,16400,EU-WEST
181,36927,10,CRITICAL,3,59565,2,4814,907,41957,5030,US-EAST
182,49189,13,ROUTINE,2,246638,7,4108,30,64329,15140,US-EAST
183,38240,10,ROUTINE,3,23404,1,2482,52,42689,4449,US-EAST
184,48783,13,ROUTINE,1,54956,4,3791,6,62330,13547,EU-CENTRAL
185,27930,7,CRITICAL,3,22485,1,3617,1081,33151,5221,EU-CENTRAL
186,29733,8,ROUTINE,2,84842,3,2814,66,47473,17740,US-EAST
187,38767,10,CRITICAL,5,323869,8,5051,83,50512,11745,EU-WEST
188,56244,15,ROUTINE,1,318552,8,5833,134,72402,16158,EU-WEST
189,42812,11,ROUTINE,2,241956,4,3692,225,62670,19858,EU-CENTRAL
190,72940,20,ROUTINE,2,112052,3,4623,200,79682,6742,EU-CENTRAL
191,83406,23,ROUTINE,1,75126,2,2788,413,89439,6033,EU-WEST
192,64196,17,ROUTINE,2,279590,5,3645,178,85536,21340,EU-WEST
193,79123,21,ROUTINE,3,16988,1,2760,296,83624,4501,US-EAST
194,31376,8,CRITICAL,3,55815,3,5077,1466,33806,2430,US-EAST
195,67897,18,ROUTINE,2,136629,3,4990,48,77621,9724,US-EAST
196,60080,16,CRITICAL,5,23851,2,3178,20,62926,2846,EU-CENTRAL
197,31696,8,ROUTINE,1,450716,6,5841,263,46606,14910,US-EAST
198,47660,13,ROUTINE,2,32704,1,3513,204,62300,14640,US-EAST
199,72133,20,ROUTINE,1,190411,4,3069,31,90874,18741,EU-WEST
200,84198,23,ROUTINE,1,18939,1,2976,155,100211,16013,EU-WEST
201,57721,16,ROUTINE,3,8711,1,1089,997,63828,6107,US-EAST
202,25980,7,CRITICAL,3,19662,2,3227,291,29799,3819,EU-WEST
203,48236,13,CRITICAL,5,374919,4,4241,238,59861,11625,EU-WEST
204,31708,8,ROUTINE,3,222048,4,2640,112,44501,12793,US-EAST
205,57832,16,ROUTINE,1,6260,2,2809,286,72359,14527,US-EAST
206,72801,20,ROUTINE,1,127155,2,1891,222,91870,19069,US-EAST
207,72680,20,ROUTINE,1,86125,2,1475,288,78473,5793,EU-WEST
208,61698,17,ROUTINE,2,318371,4,5586,1827,73296,11598,EU-CENTRAL
209,83386,23,ROUTINE,3,30696,1,2729,191,98508,15122,US-EAST
210,31343,8,ROUTINE,3,28858,2,4106,21,47747,16404,EU-CENTRAL
211,86016,23,ROUTINE,3,8918,1,3908,8,91152,5136,EU-CENTRAL
212,68470,19,CRITICAL,5,148413,4,4550,47,75441,6971,EU-WEST
213,25596,7,ROUTINE,1,57188,3,4565,269,34045,8449,EU-CENTRAL
214,73084,20,CRITICAL,3,38251,2,3846,1423,76937,3853,US-EAST
215,65525,18,CRITICAL,5,184948,4,5253,285,71721,6196,US-EAST
216,28597,7,ROUTINE,1,91927,4,4453,176,43688,15091,US-EAST
217,76771,21,CRITICAL,5,145137,3,2678,204,83956,7185,EU-CENTRAL
218,72153,20,ROUTINE,1,88175,3,3424,37,80348,8195,EU-CENTRAL
219,53681,14,ROUTINE,2,201183,4,4667,177,65772,12091,EU-WEST
220,53274,14,ROUTINE,1,51339,4,4045,169,63545,10271,US-EAST
221,83486,23,ROUTINE,2,6098,1,1421,160,89051,5565,EU-CENTRAL
222,84903,23,CRITICAL,4,46421,3,3100,159,90630,5727,EU-CENTRAL
223,64414,17,ROUTINE,2,250572,8,4807,499,79268,14854,EU-WEST
224,54571,15,CRITICAL,5,21206,1,2238,42,58320,3749,EU-WEST
225,65703,18,ROUTINE,1,15165,1,1035,59,74470,8767,EU-WEST
226,37867,10,ROUTINE,3,251139,8,7055,92,46729,8862,EU-WEST
227,48204,13,ROUTINE,2,19076,1,1736,263,52406,4202,EU-WEST
228,28309,7,ROUTINE,3,285428,4,5151,205,45299,16990,US-EAST
229,24127,6,ROUTINE,1,362908,4,4079,18,45226,21099,EU-WEST
230,72292,20,ROUTINE,2,125814,4,5136,22,83600,11308,US-EAST
231,42999,11,ROUTINE,1,79749,4,3046,199,51365,8366,EU-WEST
232,86729,24,ROUTINE,3,498071,4,2705,296,107112,20383,US-EAST
233,31500,8,ROUTINE,2,87881,4,4253,23,38973,7473,US-EAST
234,43160,11,ROUTINE,3,41092,2,3862,216,60157,16997,EU-WEST
235,23092,6,ROUTINE,1,558671,6,5754,41,43345,20253,US-EAST
236,27206,7,ROUTINE,3,52849,3,3547,11,36789,9583,EU-CENTRAL
237,59693,16,ROUTINE,1,19233,1,2225,99,64142,4449,EU-WEST
238,38503,10,ROUTINE,2,519660,8,5824,202,54704,16201,EU-WEST
239,62907,17,ROUTINE,2,46431,3,3197,281,75261,12354,EU-WEST
240,30360,8,ROUTINE,1,12274,2,4593,1708,35528,5168,US-EAST
241,34107,9,CRITICAL,3,590173,6,4571,1814,43812,9705,US-EAST
242,81128,22,ROUTINE,1,115283,4,5099,159,91690,10562,US-EAST
243,42318,11,ROUTINE,1,233086,5,3683,479,50734,8416,EU-WEST
244,29153,8,ROUTINE,2,239934,7,4956,67,48293,19140,EU-WEST
245,30280,8,ROUTINE,2,371992,5,4540,239,48910,18630,EU-CENTRAL
246,32969,9,ROUTINE,2,31067,1,3414,1442,45283,12314,EU-WEST
247,89165,24,CRITICAL,5,156613,6,4637,1779,94330,5165,EU-CENTRAL
248,84747,23,ROUTINE,1,53518,2,1992,190,99081,14334,EU-WEST
249,69585,19,ROUTINE,3,52854,4,4063,112,76668,7083,EU-WEST
250,27599,7,ROUTINE,1,74597,2,3370,63,36852,9253,EU-WEST
251,85256,23,ROUTINE,1,144441,4,5218,723,93882,8626,US-EAST
252,47464,13,ROUTINE,1,29105,1,1204,191,53799,6335,US-EAST
253,55813,15,CRITICAL,4,25507,1,1056,250,60703,4890,EU-WEST
254,65595,18,CRITICAL,5,20225,2,1605,81,70199,4604,EU-WEST
255,50679,14,CRITICAL,3,42246,3,2735,225,53790,3111,EU-WEST
256,59351,16,ROUTINE,2,358654,7,5909,1048,70837,11486,EU-WEST
257,30741,8,ROUTINE,3,289920,6,3556,6,53592,22851,EU-WEST
258,26464,7,CRITICAL,5,22379,1,1447,62,28771,2307,EU-CENTRAL
259,60234,16,ROUTINE,2,491387,8,4851,1745,81162,20928,US-EAST
260,35120,9,ROUTINE,2,169901,8,4775,111,54180,19060,EU-WEST
261,89954,24,ROUTINE,2,24474,2,2738,103,97930,7976,US-EAST
262,40601,11,CRITICAL,4,487906,5,4645,238,50448,9847,EU-CENTRAL
263,30920,8,ROUTINE,2,197749,8,7406,1645,46851,15931,EU-WEST
264,41747,11,ROUTINE,2,82554,2,2280,24,59717,17970,US-EAST
265,41823,11,ROUTINE,2,245377,7,4973,246,63419,21596,EU-CENTRAL
266,48529,13,ROUTINE,2,13549,2,3212,212,51748,3219,EU-WEST
267,29799,8,ROUTINE,3,241608,5,3022,95,43031,13232,EU-CENTRAL
268,28611,7,CRITICAL,5,148001,2,2995,250,36288,7677,EU-WEST
269,64531,17,ROUTINE,3,32128,1,2755,169,71737,7206,EU-WEST
270,65690,18,CRITICAL,5,6512,2,4104,128,67706,2016,US-EAST
271,78993,21,ROUTINE,3,196690,5,3249,216,90433,11440,EU-CENTRAL
272,89316,24,ROUTINE,2,151987,4,5462,103,107894,18578,EU-CENTRAL
273,35634,9,ROUTINE,2,59747,4,5605,186,48102,12468,US-EAST
274,66156,18,ROUTINE,1,48470,3,2458,294,70586,4430,EU-WEST
275,65286,18,ROUTINE,3,231104,4,4457,926,83358,18072,US-EAST
276,44565,12,ROUTINE,2,40001,4,2794,1637,60261,15696,EU-CENTRAL
277,83849,23,ROUTINE,2,328121,5,5212,238,99431,15582,EU-WEST
278,23809,6,ROUTINE,2,49506,3,2068,76,35937,12128,EU-WEST
279,69227,19,ROUTINE,2,19868,1,3327,219,76185,6958,US-EAST
280,44579,12,ROUTINE,3,194479,4,3014,69,55609,11030,EU-WEST
281,70258,19,ROUTINE,2,42536,2,1763,39,74117,3859,EU-WEST
282,55534,15,ROUTINE,3,361957,5,4817,6,72632,17098,EU-CENTRAL
283,66854,18,ROUTINE,3,27371,1,2816,156,79189,12335,US-EAST
284,76603,21,ROUTINE,3,36444,2,1820,190,89674,13071,US-EAST
285,53796,14,CRITICAL,5,51444,3,2302,167,56108,2312,EU-CENTRAL
286,75125,20,ROUTINE,3,17858,1,1956,77,87983,12858,EU-CENTRAL
287,73791,20,ROUTINE,3,109517,4,4383,109,78936,5145,EU-CENTRAL
288,51368,14,ROUTINE,3,94214,2,4372,88,65821,14453,EU-CENTRAL
289,43603,12,ROUTINE,3,482658,7,6035,272,59882,16279,EU-WEST
290,80698,22,CRITICAL,5,569793,8,5778,1126,90305,9607,EU-WEST
291,50238,13,ROUTINE,1,17667,1,3551,30,58209,7971,EU-CENTRAL
292,60661,16,ROUTINE,2,121491,4,5191,222,76532,15871,EU-CENTRAL
293,74129,20,CRITICAL,4,154592,5,3555,108,78615,4486,US-EAST
294,52551,14,ROUTINE,1,12602,1,3235,195,68735,16184,EU-CENTRAL
295,84887,23,ROUTINE,1,29636,2,2824,209,89068,4181,EU-CENTRAL
296,73745,20,CRITICAL,4,153173,4,2880,273,80303,6558,US-EAST
297,65199,18,ROUTINE,2,63527,4,5555,120,71493,6294,EU-CENTRAL
298,28240,7,CRITICAL,3,58170,2,2207,203,31299,3059,US-EAST
299,85873,23,ROUTINE,2,435520,7,6774,99,98670,12797,EU-WEST
300,57580,15,ROUTINE,3,203814,5,4354,65,69172,11592,US-EAST
301,51165,14,ROUTINE,3,39537,1,3169,273,59001,7836,EU-CENTRAL
302,55794,15,ROUTINE,3,82508,3,3977,809,71655,15861,EU-WEST
303,25211,7,ROUTINE,1,142627,2,2852,1079,37460,12249,EU-CENTRAL
304,79372,22,CRITICAL,4,147131,2,4328,7,86502,7130,EU-WEST
305,85903,23,ROUTINE,3,5237,1,2558,60,91939,6036,EU-WEST
306,25340,7,CRITICAL,5,182657,7,6022,114,33831,8491,EU-WEST
307,51399,14,CRITICAL,5,445405,6,5394,1227,60921,9522,EU-WEST
308,57057,15,ROUTINE,1,408460,5,3224,211,78118,21061,EU-WEST
309,25326,7,ROUTINE,2,115436,3,3639,280,35451,10125,US-EAST
310,46187,12,ROUTINE,1,175868,4,2908,229,54405,8218,EU-CENTRAL
311,43838,12,ROUTINE,2,144900,2,4640,120,57263,13425,EU-WEST
312,56998,15,ROUTINE,3,340082,8,6295,933,75104,18106,US-EAST
313,31848,8,ROUTINE,2,55753,3,2927,1061,45092,13244,US-EAST
314,40660,11,ROUTINE,1,21170,2,3609,57,44702,4042,EU-WEST
315,58303,16,ROUTINE,2,82977,4,3610,68,76141,17838,EU-WEST
316,25929,7,ROUTINE,1,17013,1,2740,1345,40525,14596,EU-WEST
317,79467,22,ROUTINE,3,184989,5,4363,48,94417,14950,EU-CENTRAL
318,71307,19,CRITICAL,4,11629,1,941,41,75526,4219,EU-CENTRAL
319,76656,21,CRITICAL,5,225447,7,6753,542,84634,7978,EU-CENTRAL
320,70383,19,CRITICAL,5,173295,4,4272,163,78444,8061,US-EAST
321,63760,17,ROUTINE,2,484209,5,3312,172,74222,10462,US-EAST
322,75581,20,CRITICAL,5,408938,7,5623,25,83390,7809,US-EAST
323,53078,14,ROUTINE,1,204326,5,4444,117,69669,16591,US-EAST
324,66763,18,CRITICAL,4,244393,7,4557,200,73705,6942,US-EAST
325,56921,15,ROUTINE,2,217178,5,4080,294,66053,9132,EU-CENTRAL
326,48256,13,ROUTINE,3,52727,2,1368,125,63445,15189,US-EAST
327,38357,10,ROUTINE,2,69206,4,3983,195,42734,4377,US-EAST
328,34088,9,CRITICAL,4,295446,4,3945,96,42697,8609,EU-CENTRAL
329,36958,10,ROUTINE,2,158533,4,4984,202,45542,8584,EU-WEST
330,46259,12,CRITICAL,3,48526,3,1889,285,49317,3058,US-EAST
331,69393,19,ROUTINE,1,50906,3,5081,65,76300,6907,EU-CENTRAL
332,32073,8,CRITICAL,3,12780,2,3080,91,35393,3320,EU-WEST
333,35647,9,CRITICAL,4,287976,7,6724,515,44470,8823,EU-WEST
334,30788,8,ROUTINE,2,159536,4,3349,281,44517,13729,US-EAST
335,62426,17,CRITICAL,3,46273,2,1552,245,67897,5471,EU-CENTRAL
336,40900,11,ROUTINE,1,441372,4,5767,285,59065,18165,EU-WEST
337,36078,10,ROUTINE,2,32091,2,1767,125,51701,15623,US-EAST
338,64887,18,CRITICAL,3,105527,4,3544,220,69877,4990,EU-CENTRAL
339,80721,22,ROUTINE,3,58744,3,5280,77,87339,6618,EU-CENTRAL
340,75980,21,ROUTINE,2,562643,4,3120,458,91509,15529,US-EAST
341,35573,9,CRITICAL,3,52822,2,1997,110,40728,5155,EU-WEST
342,34464,9,ROUTINE,3,153041,7,4170,199,41016,6552,EU-WEST
343,69547,19,ROUTINE,1,58179,3,2431,140,74081,4534,US-EAST
344,83325,23,ROUTINE,3,66396,3,5161,160,89428,6103,EU-CENTRAL
345,45873,12,CRITICAL,4,39592,2,1873,141,47572,1699,US-EAST
346,42612,11,ROUTINE,1,528900,8,7039,196,64351,21739,EU-CENTRAL
347,82194,22,ROUTINE,3,10831,1,2879,22,88048,5854,US-EAST
348,66341,18,ROUTINE,2,505074,7,6344,36,81312,14971,EU-CENTRAL
349,62944,17,ROUTINE,1,235206,5,3108,209,84057,21113,EU-CENTRAL
